neighbourhood,avgrating
28704,97.89915966386555
28715,97.6046511627907
28732,97.84444444444445
28801,97.37826961770624
28803,98.16666666666667
28804,97.6015037593985
28805,98.07142857142857
28806,97.56825396825397
