neighbourhood,avgrating
28704,97.91666666666667
28715,97.6046511627907
28732,97.84444444444445
28801,97.38247011952191
28803,98.18064516129033
28804,97.6015037593985
28805,98.03137254901961
28806,97.56825396825397
