id,name,latitude,longitude,neighbourhood_cleansed,city,property_type,room_type,bedrooms,bathrooms,price,host_since,host_is_superhost,guests_included,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
14805266,"""Hops,"" Skip and a Jump to Downtown and River Arts",35.58983,-82.56461999999999,28801,Asheville,Apartment,Entire home/apt,1,1.0,165.0,2016-03-28,t,2,6,191,100.0,t,moderate
14816025,Asheville Tiny House,35.50812,-82.61224,28806,Asheville,Tiny house,Entire home/apt,1,1.0,90.0,2016-03-02,t,2,2,176,98.0,f,moderate
14824135,Bent Creek Retreat,35.50347,-82.60639,28806,Asheville,House,Private room,1,1.0,48.0,2016-08-30,f,1,1,71,97.0,t,moderate
14832058,Penley Spa and Retreat w/Zen Garden,35.56475,-82.68028000000001,28715,Candler,House,Entire home/apt,3,2.0,195.0,2016-08-31,t,8,2,30,99.0,t,moderate
14857013,Retro Vintage-West Asheville Urban Abode,35.57646,-82.59235,28806,Asheville,Apartment,Entire home/apt,1,1.0,106.0,2016-09-01,t,2,2,184,99.0,t,strict_14_with_grace_period
14899945,Swensen Home,35.53991,-82.46876999999999,28803,Asheville,House,Private room,1,1.0,95.0,2015-05-08,f,1,1,22,100.0,f,moderate
14900960,"Cabin, Wood FirePlace, Hot Tub, Pool, Pet Friendly",35.515640000000005,-82.64901,28715,Candler,Cabin,Entire home/apt,3,1.5,220.0,2016-06-14,t,6,2,109,98.0,f,strict_14_with_grace_period
14934441,Nanny's Place in the Great Smoky Mountains,35.55325,-82.51205,28803,Asheville,House,Entire home/apt,3,2.0,130.0,2014-09-04,t,6,2,256,97.0,t,flexible
14941161,City Serenity,35.60776,-82.55041,28801,Asheville,Apartment,Entire home/apt,2,1.0,75.0,2015-11-06,t,2,2,138,97.0,f,strict_14_with_grace_period
14963589,Cozy Cottage in the Woods Near Biltmore,35.54537,-82.50979,28803,Asheville,Guesthouse,Entire home/apt,1,1.0,80.0,2015-10-21,t,2,2,199,99.0,f,moderate
14976451,"Sweet 5 Points Bungalow, Just a Walk to Downtown",35.605290000000004,-82.55704,28801,Asheville,House,Private room,1,1.0,85.0,2012-09-25,t,2,1,38,99.0,f,moderate
15009504,Modern Apartment | Walk to Downtown | Asian Decor,35.60203,-82.55476,28801,Asheville,Apartment,Entire home/apt,2,1.0,149.0,2016-09-11,t,3,2,240,98.0,t,moderate
15009920,Renovated In-town 2 bedroom home- 1 month minimum,35.605779999999996,-82.55695,28801,Asheville,House,Entire home/apt,2,2.0,85.0,2016-06-09,f,1,30,9,100.0,t,strict_14_with_grace_period
15016101,Amazing Views of Downtown and Mountains,35.645720000000004,-82.58659,28804,Asheville,Apartment,Entire home/apt,1,1.0,150.0,2015-01-11,t,1,2,70,99.0,f,strict_14_with_grace_period
15055380,Walkable West Asheville Apartment Monthly Rental,35.579159999999995,-82.59718000000001,28806,Asheville,Apartment,Entire home/apt,2,1.0,45.0,2016-09-14,t,4,30,163,94.0,f,moderate
15091721,DOWNTOWN! Seconds from it all!,35.59409,-82.55799,28801,Asheville,Apartment,Entire home/apt,1,1.0,105.0,2015-10-07,f,1,1,229,92.0,t,strict_14_with_grace_period
15091813,1899 Carriage House Suite in a Victorian Part of Asheville,35.60219,-82.56044,28801,Asheville,Guesthouse,Entire home/apt,1,1.0,120.0,2016-09-17,t,2,2,152,100.0,t,moderate
15124397,Modern Mountain Getaway,35.5748,-82.53457,28803,Asheville,Apartment,Entire home/apt,1,1.0,90.0,2014-05-15,t,1,2,271,100.0,f,moderate
15158878,A Step Back in Time - 1901 Estate Guest Cottage,35.48594,-82.51476,28803,Asheville,Guesthouse,Entire home/apt,1,1.0,131.0,2016-09-21,t,2,2,198,98.0,t,moderate
15174633,"Downtown Inn Asheville, NC #1 King",35.593090000000004,-82.557,28801,Asheville,Other,Private room,1,1.0,150.0,2016-09-22,f,2,1,46,87.0,t,flexible
15192947,Historic West Asheville Personal Retreat and Spa,35.581540000000004,-82.57757,28806,Asheville,Apartment,Entire home/apt,1,1.0,199.0,2014-09-06,t,2,2,132,98.0,t,moderate
15194828,Shenandoah Room,35.58913,-82.47041999999999,28805,Asheville,House,Private room,1,1.0,60.0,2016-05-18,t,2,1,123,97.0,f,moderate
15229458,Farmhouse King - MNT Sunsets - HOT TUB -,35.637809999999995,-82.65143,28806,Asheville,House,Private room,1,1.0,89.0,2013-10-12,t,1,2,5,96.0,f,strict_14_with_grace_period
15230720,A Room in a 1910 House near downtown,35.60651,-82.55889,28801,Asheville,House,Private room,1,1.0,58.0,2016-09-26,t,2,1,214,99.0,t,moderate
15231248,D&D's Dog-friendly West Asheville AirBnb,35.572790000000005,-82.59791,28806,Asheville,Guest suite,Entire home/apt,1,1.0,89.0,2014-05-19,t,2,1,165,98.0,f,moderate
15248786,ZenMtn Treehouse (Main Floor)NO cleaning fee!,35.555890000000005,-82.47648000000001,28803,Asheville,House,Private room,1,1.0,85.0,2016-05-30,t,2,1,58,99.0,t,flexible
15268297,Mountain View Rm. @ The Asheville Bed & Beverage,35.58547,-82.54916,28801,Asheville,House,Private room,1,1.0,67.0,2015-08-31,t,1,2,96,96.0,t,moderate
15271420,Little Cabin in the Woods,35.44891,-82.51191999999999,28704,Arden,Cottage,Entire home/apt,1,1.0,74.0,2012-12-26,t,2,2,252,96.0,t,strict_14_with_grace_period
15289199,Cabin-Wood Fireplace-Hot Tub-Pool,35.513490000000004,-82.64801,28715,Candler,Cabin,Entire home/apt,3,1.5,190.0,2016-09-03,t,6,2,1,100.0,f,strict_14_with_grace_period
15321136,Shenandoah RV (tiny house?),35.589259999999996,-82.47613,28805,Asheville,Camper/RV,Entire home/apt,2,1.0,75.0,2016-05-18,t,2,1,71,97.0,f,moderate
15327549,Artful Bungalow Walkable to Downtown,35.59726,-82.56379,28801,Asheville,Bungalow,Private room,1,1.0,84.0,2016-05-07,f,1,2,22,100.0,f,moderate
15343687,@home off Haywood,35.58141,-82.58484,28806,Asheville,House,Entire home/apt,1,1.0,50.0,2015-03-18,t,1,1,196,99.0,t,flexible
15345095,"Historic Montford's Landmark Keyhole House, Suite One",35.605059999999995,-82.56418000000001,28801,Asheville,Apartment,Entire home/apt,1,1.0,149.0,2016-01-04,t,2,28,194,100.0,t,strict_14_with_grace_period
15351409,Quiet Haven Tiny House-Hottub-Pets- Asheville Mtns,35.51357,-82.64931999999999,28715,Candler,Tiny house,Entire home/apt,2,1.0,99.0,2016-09-03,t,4,2,89,96.0,f,strict_14_with_grace_period
15354741,"Mountain Views, Flowing Waters, Family Retreat",35.63325,-82.46839,28805,Asheville,House,Entire home/apt,2,2.0,125.0,2016-10-04,f,4,6,12,100.0,f,strict_14_with_grace_period
15355010,"5 Points Bungalow, Garden View/Walk to Downtown",35.60478,-82.55606,28801,Asheville,House,Private room,1,1.0,80.0,2012-09-25,t,1,1,48,99.0,f,moderate
15359431,Serenity Escape,35.63199,-82.49231999999999,28805,Asheville,Guest suite,Entire home/apt,1,1.0,100.0,2016-10-04,f,2,3,34,98.0,t,flexible
15371871,*Clean Quiet Light Filled Cottage*,35.59711,-82.51228,28805,Asheville,Guesthouse,Entire home/apt,1,1.0,73.0,2016-03-14,t,2,1,192,99.0,f,moderate
15422307,Cozy & Convenient- Walk to Sunny Point Cafe,35.57438,-82.58634,28806,Asheville,Guest suite,Entire home/apt,1,1.0,72.0,2016-10-08,t,2,1,281,99.0,f,moderate
15431178,Pet friendly craftsman in the heart of Asheville,35.56687,-82.52221999999999,28803,Asheville,House,Entire home/apt,2,2.0,110.0,2016-05-16,t,4,28,23,99.0,f,strict_14_with_grace_period
15437202,Cozy and Quiet on Hemphill,35.56497,-82.48429,28803,Asheville,Cottage,Private room,1,1.0,50.0,2016-10-09,t,1,2,85,99.0,f,flexible
15444450,City Sanctuary,35.60239,-82.54174,28804,Asheville,Guest suite,Entire home/apt,2,1.0,120.0,2014-05-23,f,2,2,49,97.0,f,flexible
15462269,Brand New Log Cabin...close to downtown Asheville!,35.65293,-82.47423,28805,Asheville,House,Entire home/apt,2,2.0,243.0,2015-04-29,f,1,2,12,100.0,t,strict_14_with_grace_period
15475292,Bright East Asheville Studio Apt.,35.5836,-82.50191,28805,Asheville,Apartment,Entire home/apt,1,1.0,90.0,2016-08-12,t,1,3,339,99.0,t,flexible
15476300,Comfortable Home near to WNC Ag Center,35.42843,-82.52954,28732,Fletcher,House,Entire home/apt,3,2.0,145.0,2015-11-19,t,6,3,41,94.0,f,moderate
15481467,"Guests Love The Location, Best of Asheville At Our Doorstep",35.59961,-82.55507,28801,Asheville,Apartment,Entire home/apt,2,1.0,295.0,2013-10-02,t,2,2,261,100.0,f,strict_14_with_grace_period
15484732,Holly Hill Apartment,35.62164,-82.64097,28806,Asheville,Apartment,Entire home/apt,2,1.0,90.0,2016-10-12,f,1,3,3,100.0,f,moderate
15507809,Downtown Retreat in the heart of Asheville,35.59091,-82.55345,28801,Asheville,Guesthouse,Entire home/apt,2,1.0,250.0,2016-08-11,f,1,30,70,98.0,t,moderate
15510852,Downtown hideaway! Walk everywhere!,35.594120000000004,-82.55799,28801,Asheville,Apartment,Entire home/apt,1,1.0,115.0,2015-10-07,f,1,2,135,91.0,f,strict_14_with_grace_period
15516714,"Clean, Artsy, Modern Smart Home!",35.452940000000005,-82.50784,28704,Arden,House,Private room,1,1.0,45.0,2015-05-04,f,1,2,39,100.0,t,strict_14_with_grace_period
15530268,Private apartment ~2 mi  from downtown Asheville,35.6272,-82.5571,28804,Asheville,Apartment,Entire home/apt,1,1.0,95.0,2015-10-28,t,2,1,294,99.0,t,moderate
15544670,Apt Close to Everything in Asheville- $1600/mo!!,35.57457,-82.56993,28806,Asheville,Apartment,Entire home/apt,1,1.0,54.0,2016-10-17,f,1,30,1,80.0,t,strict_14_with_grace_period
15546661,The Snook Nook ~ A Mountain Retreat In Asheville,35.62545,-82.48441,28805,Asheville,Guest suite,Entire home/apt,1,1.0,75.0,2015-07-09,t,2,2,186,99.0,t,moderate
15547377,"Willow Haven, near Asheville",35.46114,-82.5656,28704,Arden,House,Entire home/apt,3,2.0,160.0,2016-02-02,t,8,2,214,100.0,t,moderate
15565423,"Clean, Artsy, Modern, Smart Home",35.45304,-82.50577,28704,Arden,House,Entire home/apt,2,2.0,95.0,2015-05-04,f,2,2,10,98.0,t,strict_14_with_grace_period
15568000,"Namaste Yurt, best of both worlds",35.60719,-82.48735,28805,Asheville,Yurt,Entire home/apt,1,1.0,115.0,2015-12-11,f,1,2,93,94.0,f,strict_14_with_grace_period
15577790,New Guest House in West Asheville- It's A Retreat!,35.57985,-82.5938,28806,Asheville,Guesthouse,Entire home/apt,1,1.0,55.0,2013-12-09,f,1,28,20,99.0,f,strict_14_with_grace_period
15647883,West Nest on Haywood Road,35.577040000000004,-82.57828,28806,Asheville,Guesthouse,Entire home/apt,0,1.0,125.0,2016-10-05,t,1,1,224,99.0,t,flexible
15653105,Traveler's Home. Monthly rates.,35.60049,-82.4686,28805,Asheville,Bungalow,Private room,1,1.0,40.0,2015-10-19,t,1,28,10,98.0,f,strict_14_with_grace_period
15664695,Lovely lower level suite at the Blue Ridge Parkway,35.56053,-82.48994,28803,Asheville,Guest suite,Entire home/apt,1,1.0,49.0,2016-10-24,t,2,2,265,99.0,t,flexible
15685101,"Private studio near downtown, Biltmore & breweries",35.57033,-82.52995,28803,Asheville,Guest suite,Entire home/apt,1,1.0,99.0,2014-06-01,t,2,1,248,97.0,t,strict_14_with_grace_period
15701324,Mtn Retreat 'Suite'  Dntwn 5 min  Private Entrance,35.58024,-82.54321999999999,28803,Asheville,Guest suite,Private room,1,1.0,95.0,2013-01-20,t,2,2,155,97.0,f,moderate
15706129,"Private, dog friendly, king studio with garage!",35.58585,-82.51645,28805,Asheville,Guest suite,Entire home/apt,0,1.0,79.0,2016-10-26,t,2,2,164,99.0,f,moderate
15718256,Rancho54oh- Spacious & Convenient!,35.57699,-82.56218,28801,Asheville,Guest suite,Entire home/apt,1,1.0,145.0,2013-02-25,f,2,2,239,94.0,t,flexible
15757654,Heart of Asheville Bright n' Peaceful Apt.,35.53106,-82.5189,28803,Asheville,Apartment,Private room,1,2.0,30.0,2016-10-30,f,1,7,36,98.0,f,moderate
15780601,Artist's Retreat in Hip West Asheville,35.58801,-82.60242,28806,Asheville,Apartment,Entire home/apt,1,1.0,94.0,2016-08-07,t,2,2,102,97.0,f,moderate
15788106,"Cozy, quiet retreat near Blue Ridge Parkway. 2 bed",35.51845,-82.59881999999999,28806,Asheville,Cottage,Entire home/apt,2,1.0,80.0,2016-11-01,t,1,3,77,97.0,f,strict_14_with_grace_period
15805048,Carriage House (Monthly),35.58005,-82.58763,28806,Asheville,Guest suite,Entire home/apt,2,1.0,69.0,2013-02-20,f,1,30,41,94.0,f,strict_14_with_grace_period
15806748,Private Lake Kenilworth Suite,35.58038,-82.5324,28803,Asheville,House,Entire home/apt,1,1.0,250.0,2015-04-07,t,1,3,65,100.0,t,moderate
15827350,Windsor Forest Inn(Sierra Nevada 3 miles away!),35.45995,-82.54333000000001,28704,Fletcher,House,Entire home/apt,2,2.0,79.0,2016-10-30,t,4,2,115,99.0,f,strict_14_with_grace_period
15830900,"Rustic Updated Clean Cabin Asheville, Biltmore",35.487359999999995,-82.58117,28704,Arden,House,Entire home/apt,3,2.0,275.0,2015-07-22,t,8,2,84,96.0,t,strict_14_with_grace_period
15845920,The Treehouse Below - Private Apartment / Entrance,35.57148,-82.60416,28806,Asheville,Apartment,Entire home/apt,1,1.0,100.0,2015-10-11,f,2,1,16,100.0,t,moderate
15867765,Historic Church in The River Arts District,35.578829999999996,-82.56036999999999,28801,Asheville,House,Private room,1,1.0,135.0,2016-11-01,t,1,1,273,99.0,t,strict_14_with_grace_period
15868200,Awesome Asheville,35.60033,-82.47578,28805,Asheville,House,Private room,1,1.0,60.0,2014-08-15,t,1,1,386,99.0,t,flexible
15880423,Upcycled Bungalow - Heart of West Asheville!,35.58579,-82.58279,28806,Asheville,Bungalow,Entire home/apt,2,2.0,149.0,2016-03-01,t,2,3,110,97.0,f,moderate
15922343,Perfect apartment and location in perfect town,35.611470000000004,-82.55303,28801,Asheville,Apartment,Entire home/apt,1,1.0,71.0,2016-11-11,f,1,30,1,100.0,f,flexible
15929513,Zen Style Oasis in the Mountains,35.64202,-82.51047,28804,Asheville,House,Entire home/apt,3,1.5,285.0,2012-07-30,f,1,2,35,99.0,f,flexible
15936945,Asheville Clouding Around - A Million Dollar View,35.62662,-82.53428000000001,28804,Asheville,House,Entire home/apt,3,3.0,300.0,2014-12-31,f,2,30,4,90.0,t,flexible
15995355,Vibrant NEW Montford apartment- walk to downtown,35.60223,-82.56071,28801,Asheville,Apartment,Entire home/apt,1,1.0,125.0,2009-12-13,t,1,2,137,98.0,t,strict_14_with_grace_period
16003488,Affordable downtown penthouse. The best deal!!!,35.59206,-82.55657,28801,Asheville,Apartment,Entire home/apt,1,1.0,140.0,2015-10-07,f,2,2,65,90.0,t,strict_14_with_grace_period
16024372,New Tiny House near Downtown and Blue Ridge!,35.59066,-82.50235,28805,Asheville,Tiny house,Entire home/apt,1,1.0,90.0,2011-09-18,t,1,2,275,100.0,f,strict_14_with_grace_period
16029611,Urban Hippie West Asheville Sanctuary,35.56572,-82.63134000000001,28806,Asheville,House,Entire home/apt,2,1.0,120.0,2014-08-16,t,2,3,38,96.0,t,strict_14_with_grace_period
16037508,Home for 6-7 People in South Asheville,35.475640000000006,-82.50121,28704,Arden,House,Private room,3,2.0,120.0,2015-07-06,t,1,1,25,98.0,f,flexible
16147877,Sandy's Place,35.579029999999996,-82.53331999999999,28803,Asheville,Apartment,Entire home/apt,2,1.0,125.0,2015-02-18,t,4,2,167,100.0,f,moderate
16155218,Great One Bedroom Get-Away,35.488659999999996,-82.59219,28704,Asheville,Apartment,Entire home/apt,1,1.0,100.0,2012-06-14,t,1,2,79,98.0,t,strict_14_with_grace_period
16186167,Check in a stranger leave a friend!,35.48402,-82.52789,28704,Arden,House,Private room,1,1.5,40.0,2015-11-09,f,1,1,118,89.0,f,flexible
16203903,The Parkwood Tree House,35.63599,-82.58341,28804,Woodfin,House,Entire home/apt,2,2.0,109.0,2016-12-01,t,5,2,206,97.0,f,strict_14_with_grace_period
16211914,Discover Asheville from the Urban Craftsman,35.60445,-82.54428,28801,Asheville,House,Entire home/apt,2,1.0,110.0,2016-10-17,t,4,3,148,99.0,f,strict_14_with_grace_period
16267469,"1 BDRM, 2 miles to DWTN. Great for nurse/doc",35.56353,-82.51167,28803,Asheville,House,Entire home/apt,1,1.0,54.0,2014-10-20,t,2,30,23,100.0,f,strict_14_with_grace_period
16267550,Lush Bohemian Downstairs Rooms - Near West AVL,35.57271,-82.61429,28806,Asheville,House,Private room,1,1.0,66.0,2016-12-05,t,2,1,113,97.0,f,strict_14_with_grace_period
16284468,Downton Shabby,35.59344,-82.66056999999999,28806,Asheville,House,Entire home/apt,2,2.0,99.0,2016-10-22,t,1,2,107,98.0,t,moderate
16294435,"Retro Asheville Ranch - 3 bedrooms, lots of room!",35.47318,-82.50433000000001,28704,Arden,House,Entire home/apt,3,1.0,100.0,2015-08-27,t,2,2,76,97.0,f,strict_14_with_grace_period
16350883,The exact location you want to be!,35.57393,-82.57212,28806,Asheville,Guest suite,Entire home/apt,1,1.0,120.0,2013-04-11,f,2,1,253,96.0,t,moderate
16378928,Best views in South Asheville,35.484609999999996,-82.50869,28704,Asheville,House,Entire home/apt,2,1.0,195.0,2016-03-06,f,1,2,31,100.0,f,moderate
16384751,Comfortable room with queen bed,35.583690000000004,-82.60793000000001,28806,Asheville,House,Private room,1,1.0,35.0,2016-12-05,t,1,1,119,97.0,f,flexible
16446590,MicroLuxe in Heart of Downtown,35.5967,-82.55473,28801,Asheville,Apartment,Entire home/apt,1,1.0,170.0,2011-03-07,t,1,2,101,100.0,f,super_strict_60
16451105,Luxury in an Artist's Loft as Base for Exploring Asheville,35.59592,-82.55394,28801,Asheville,Condominium,Entire home/apt,2,1.0,175.0,2011-10-24,t,2,3,44,100.0,t,moderate
16476358,Private Suite: Walk to Biltmore and Breweries,35.56713,-82.52681,28803,Asheville,Apartment,Entire home/apt,1,1.0,98.0,2015-08-16,t,1,2,269,97.0,f,moderate
16477857,Live in a Work of Art!,35.59878,-82.5639,28801,Asheville,House,Entire home/apt,2,1.0,139.0,2016-12-22,t,2,2,201,98.0,t,strict_14_with_grace_period
16490888,Mountain View Bungalow in Town,35.60243,-82.53373,28805,Asheville,Bungalow,Entire home/apt,4,3.0,295.0,2013-05-23,f,8,2,45,97.0,f,strict_14_with_grace_period
16505517,Stay on Most Scenic Mountain within City Limits,35.61465,-82.53209,28804,Asheville,House,Private room,1,1.0,90.0,2014-12-09,f,1,1,3,93.0,t,moderate
16506906,Tiny Cottage Above Artisan Bakery,35.57775,-82.64679,28806,Asheville,Guest suite,Entire home/apt,2,1.0,99.0,2013-11-15,t,2,1,281,95.0,t,moderate
16512718,Quiet North Asheville Retreat,35.65037,-82.55006999999999,28804,Asheville,Guesthouse,Entire home/apt,1,1.0,100.0,2015-04-29,t,2,2,52,100.0,t,moderate
16532936,Cozy 3Bed+2b But yet So convenient,35.53226,-82.61044,28806,Asheville,House,Entire home/apt,3,2.0,100.0,2015-03-03,t,2,2,56,97.0,f,moderate
16533200,Mountain Getaway close to downtown and Grove Park,35.627790000000005,-82.52998000000001,28804,Asheville,Guest suite,Entire home/apt,2,1.0,95.0,2016-12-27,f,1,1,137,93.0,f,strict_14_with_grace_period
16559799,"Acorn Acre Organic Tiny House, edge of Asheville",35.55069,-82.5143,28803,Asheville,Guesthouse,Entire home/apt,0,1.0,80.0,2015-09-26,f,1,2,75,99.0,f,moderate
16566334,Comfy Asheville Cottage with Private Fenced Yard,35.549209999999995,-82.62796,28806,Asheville,House,Entire home/apt,2,1.0,124.0,2014-05-04,t,5,1,234,100.0,f,flexible
16566932,West Asheville Carriage House,35.58019,-82.60885999999999,28806,Asheville,Apartment,Entire home/apt,2,1.0,137.0,2016-12-30,t,4,2,153,96.0,t,strict_14_with_grace_period
16587446,Spacious Downtown Asheville Loft,35.595490000000005,-82.55288,28801,Asheville,Loft,Entire home/apt,2,2.0,310.0,2016-06-18,t,4,2,193,100.0,f,strict_14_with_grace_period
16603497,Treehouse Chalet above Downtown!,35.594440000000006,-82.53809,28801,Asheville,House,Entire home/apt,1,1.0,109.0,2013-08-09,t,2,1,173,99.0,f,strict_14_with_grace_period
16603859,Historic 1950s Tiny Home - $6 Uber to Downtown,35.59389,-82.53743,28805,Asheville,House,Entire home/apt,1,1.0,169.0,2013-08-09,t,2,2,112,99.0,f,strict_14_with_grace_period
16627563,Walking Distance To Downtown-South Slope-River Art,35.58873,-82.55911,28801,Asheville,House,Private room,1,1.0,85.0,2015-03-26,t,2,1,102,100.0,f,moderate
16636978,Cozy private apartment minutes from Sierra Nevada,35.43193,-82.52656,28732,Fletcher,House,Private room,1,1.0,60.0,2016-02-22,f,2,1,47,93.0,t,moderate
16652322,Boho-Chic Downtown Loft,35.5967,-82.55473,28801,Asheville,Apartment,Entire home/apt,1,1.0,230.0,2011-03-07,t,1,1,125,100.0,f,super_strict_60
16660917,"Sweet Cottage With Hot Tub, Near Downtown",35.630109999999995,-82.58169000000001,28804,Woodfin,Cottage,Entire home/apt,3,1.0,150.0,2014-06-08,t,4,1,30,97.0,f,moderate
16663252,Walkable West Asheville Home in the Trees,35.58287,-82.5959,28806,Asheville,House,Entire home/apt,3,2.0,120.0,2014-06-18,t,6,30,1,100.0,f,strict_14_with_grace_period
16733596,Boutique Room in Tranquil Surroundings Three Blocks to Town,35.5983,-82.5583,28801,Asheville,House,Private room,1,1.0,95.0,2012-03-08,t,1,1,385,99.0,t,moderate
16810083,EXPLORE ASHEVILLE,35.57399,-82.55849,28801,Asheville,House,Private room,1,1.0,69.0,2016-07-19,t,1,2,418,99.0,f,moderate
16826141,Stunning Barn Loft Just Outside of Asheville,35.58632,-82.48716999999999,28805,Asheville,House,Entire home/apt,1,3.0,250.0,2015-11-23,t,4,2,22,100.0,t,moderate
16832848,The Rockwell- Spacious River Arts District Home,35.58136,-82.5702,28806,Asheville,House,Entire home/apt,2,2.5,200.0,2016-07-01,t,4,3,55,99.0,f,strict_14_with_grace_period
16846899,Oasis close to downtown,35.60795,-82.56085999999999,28801,Asheville,House,Entire home/apt,2,1.0,150.0,2017-01-18,t,4,1,182,98.0,t,moderate
16868257,Taylor Ranch Retreat - Secluded yet close to Asheville,35.46213,-82.46833000000001,28732,Fletcher,House,Entire home/apt,3,2.0,178.0,2017-01-20,f,1,2,5,92.0,t,strict_14_with_grace_period
16879450,••The Humble Abode•• cozy & quaint,35.561659999999996,-82.50971,28803,Asheville,House,Entire home/apt,2,1.0,225.0,2015-03-18,f,4,2,42,96.0,t,strict_14_with_grace_period
16937948,Avery's Creek-Swimming Pool/Hot tub-Close To Asheville & Shopping/Food/Hiking.,35.44121,-82.57294,28704,Arden,House,Entire home/apt,6,4.0,568.0,2016-09-21,t,22,2,33,98.0,t,super_strict_60
16937957,Cove Cottage - Charming Cottage Located Right Outside Downtown Asheville; easy access!,35.6103,-82.52244,28805,Asheville,House,Entire home/apt,3,3.0,148.0,2016-09-21,t,8,2,23,95.0,t,super_strict_60
16937995,"Upstream Cottage; Asheville & River Arts-Close to everything! Breweries, eateries, hiking!",35.56783,-82.56626,28806,Asheville,House,Entire home/apt,3,2.0,220.0,2016-09-21,t,6,2,43,97.0,t,super_strict_60
16977918,Cedar Cabin with Forest Canopy Deck,35.6138,-82.52098000000001,28805,Asheville,Cabin,Entire home/apt,2,1.0,149.0,2012-12-05,t,6,2,232,99.0,t,strict_14_with_grace_period
17036413,"Clean, Comfy and Convenient S. Asheville Condo",35.468379999999996,-82.51056,28704,Arden,Condominium,Entire home/apt,2,1.5,89.0,2015-12-22,t,1,2,34,97.0,f,moderate
17039544,Casa Gaia Apothecary Corner,35.58524,-82.58653000000001,28806,Asheville,House,Private room,1,1.5,55.0,2017-02-01,f,1,2,1,100.0,f,flexible
17095670,Downtown Escape!,35.59407,-82.55741,28801,Asheville,Apartment,Entire home/apt,1,1.0,125.0,2015-10-07,f,1,1,116,93.0,t,strict_14_with_grace_period
17116810,Beaucatcher Mountain Retreat,35.59648,-82.53603000000001,28805,Asheville,House,Private room,1,1.0,78.0,2017-02-04,t,1,1,129,99.0,f,moderate
17124352,Comfy and Tidy Room in Sunny Peaceful Home,35.58307,-82.61050999999999,28806,Asheville,House,Private room,1,1.0,40.0,2017-01-08,f,1,1,93,96.0,f,flexible
17140023,Beautiful Home in Historic Montford by Downtown,35.59993,-82.55895,28801,Asheville,House,Entire home/apt,2,2.0,70.0,2017-02-06,t,2,1,91,99.0,f,moderate
17155164,Beautiful Mountain Views 5 Minutes to Downtown,35.59236,-82.53623,28805,Asheville,Apartment,Entire home/apt,0,1.0,99.0,2014-09-19,t,1,1,330,98.0,t,strict_14_with_grace_period
17157429,"Explore AVL from this Stylish, Cozy Apartment",35.60338,-82.54881999999999,28801,Asheville,Apartment,Entire home/apt,1,1.0,129.0,2016-12-05,f,1,3,153,100.0,f,moderate
17240001,Modern Suite In Walkable Community Minutes To DT,35.60267,-82.57155999999999,28801,Asheville,Guest suite,Entire home/apt,1,1.0,115.0,2015-04-16,f,2,2,17,99.0,t,moderate
17251841,The Green Bungalow,35.55617,-82.53177,28803,Asheville,Bungalow,Private room,1,1.0,60.0,2015-08-05,f,2,2,35,97.0,f,moderate
17310280,Tiny House - Giant Views,35.62254,-82.5334,28804,Asheville,Guesthouse,Entire home/apt,1,1.0,185.0,2014-09-21,t,1,2,268,99.0,t,moderate
17345566,Skye Haven - Views! Romantic getaway 3 mi. to town,35.62624,-82.52058000000001,28804,Asheville,House,Entire home/apt,1,1.0,249.0,2017-02-19,f,1,2,5,100.0,f,strict_14_with_grace_period
17364637,Apartment with Private entrance and Private Bath.,35.59442,-82.63269,28806,Asheville,Apartment,Entire home/apt,1,1.0,72.0,2017-02-20,t,2,1,324,99.0,f,moderate
17364692,Lovely city garden apartment at the Little Farm,35.575070000000004,-82.53515,28803,Asheville,House,Entire home/apt,1,1.0,75.0,2012-12-03,t,1,2,233,96.0,t,moderate
17395670,Charming Red Roof Home In Tiny Farms,35.61676,-82.64108,28806,Asheville,Apartment,Entire home/apt,2,1.0,95.0,2015-08-15,t,1,2,124,99.0,f,strict_14_with_grace_period
17403585,ADVENTURE LAUNCH PAD,35.61801,-82.58256,28806,Asheville,House,Entire home/apt,3,3.0,250.0,2017-02-22,t,1,1,128,98.0,t,moderate
17416267,Downtown and Biltmore Just Down the Road!,35.56657,-82.52245,28803,Asheville,Guesthouse,Entire home/apt,1,1.0,73.0,2014-12-20,t,1,2,37,96.0,t,moderate
17446056,Front Porch Charm,35.62945,-82.58736999999999,28804,Woodfin,House,Entire home/apt,3,2.0,167.0,2014-09-21,t,1,2,140,97.0,t,moderate
17464124,Tiny House - Must Love Dogs,35.62505,-82.62980999999999,28806,Asheville,Tiny house,Entire home/apt,0,1.0,125.0,2016-06-17,t,2,1,27,99.0,f,moderate
17476061,Charming Craftsman in Montford. Walk to downtown.,35.59267,-82.5675,28801,Asheville,House,Private room,2,2.5,54.0,2017-01-28,t,1,2,82,99.0,f,moderate
17494425,Another room in a 1910 House near downtown,35.60648,-82.55804,28801,Asheville,House,Private room,1,1.0,55.0,2016-09-26,t,2,1,62,99.0,t,moderate
17529983,Garden Apt in Historic Neighborhood of Asheville,35.61189,-82.55136999999999,28801,Asheville,Apartment,Entire home/apt,1,1.5,75.0,2014-05-26,t,1,30,3,100.0,t,moderate
17552287,Family Friendly Apartment in Beautiful North Asheville,35.63834,-82.54864,28804,Asheville,House,Private room,1,1.0,65.0,2017-03-04,t,4,2,138,99.0,t,moderate
