neighbourhood,listings,avgprice,avgrating
28704,119,164.98319327731093,97.89915966386555
28715,43,123.67441860465117,97.6046511627907
28732,45,157.2,97.84444444444445
28801,497,191.2655935613682,97.37826961770624
28803,306,148.95098039215685,98.16666666666667
28804,266,153.08646616541353,97.6015037593985
28805,252,131.61904761904762,98.07142857142857
28806,630,116.49047619047619,97.56825396825397
