id,latitude,longitude,neighbourhood_cleansed,city,zipcode,property_type,room_type,accommodates,bedrooms,bathrooms,price,host_since,host_is_superhost,guests_included,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
22050248,35.59487,-82.55209,28801,Asheville,28801.0,Condominium,Entire home/apt,4,2,2.0,310.0,2013-08-27,f,1,2,1,100.0,t,strict_14_with_grace_period
22056421,35.59805,-82.54258,28801,Asheville,28801.0,Guest suite,Entire home/apt,2,1,1.0,149.0,2017-11-19,t,1,2,30,100.0,t,moderate
22063379,35.61834,-82.55879,28804,Asheville,28804.0,Bungalow,Private room,1,1,1.0,50.0,2010-09-07,t,1,2,289,100.0,f,moderate
22095619,35.59411,-82.55747,28801,Asheville,28801.0,Apartment,Entire home/apt,2,0,1.0,90.0,2015-10-07,f,1,1,97,85.0,t,strict_14_with_grace_period
22107175,35.608909999999995,-82.56228,28801,Asheville,28801.0,House,Private room,6,2,1.0,125.0,2017-12-05,t,4,1,42,96.0,t,moderate
22147548,35.470729999999996,-82.53053,28704,Arden,28704.0,Condominium,Private room,2,1,1.0,39.0,2014-12-14,t,2,2,52,99.0,f,strict_14_with_grace_period
22151438,35.55311,-82.62459,28806,Asheville,28806.0,House,Entire home/apt,9,4,3.0,150.0,2017-12-07,t,1,2,145,100.0,t,moderate
22152480,35.5463,-82.53166999999999,28803,Asheville,28803.0,Guest suite,Entire home/apt,4,1,1.0,67.0,2017-07-21,f,2,2,83,99.0,t,flexible
22163415,35.57036,-82.54146999999999,28803,Asheville,28803.0,House,Entire home/apt,4,1,1.0,90.0,2016-08-29,t,2,2,100,99.0,f,flexible
22224397,35.60603,-82.57585,28801,Asheville,28801.0,Guest suite,Entire home/apt,5,2,1.0,209.0,2014-12-12,t,4,1,83,100.0,f,strict_14_with_grace_period
22275691,35.60835,-82.54597,28801,Asheville,28801.0,Castle,Private room,2,1,2.0,111.0,2017-04-11,t,1,2,105,99.0,f,moderate
22306380,35.60331,-82.57106,28801,Asheville,28801.0,House,Entire home/apt,2,0,1.0,100.0,2016-03-02,f,2,2,58,90.0,t,moderate
22308959,35.50815,-82.65796999999999,28715,Candler,28715.0,Cottage,Entire home/apt,8,3,2.0,150.0,2014-05-20,t,1,1,152,94.0,t,strict_14_with_grace_period
22317485,35.55976,-82.65156,28715,Candler,28715.0,House,Entire home/apt,12,4,2.0,190.0,2017-12-18,t,1,1,108,98.0,t,strict_14_with_grace_period
22326909,35.599579999999996,-82.55790999999999,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,45.0,2015-06-02,t,1,30,4,93.0,t,flexible
22351697,35.64197,-82.52008000000001,28804,Asheville,28804.0,Guest suite,Entire home/apt,2,1,1.0,70.0,2017-12-20,t,2,2,78,98.0,t,moderate
22360186,35.55278,-82.63538,28715,Candler,28715.0,House,Entire home/apt,4,2,2.0,64.0,2017-12-20,f,4,30,36,100.0,t,flexible
22408602,35.588,-82.57414,28806,Asheville,28806.0,Guest suite,Entire home/apt,2,0,1.0,120.0,2013-04-16,t,1,1,144,97.0,t,flexible
22411166,35.59703,-82.54207,28801,Asheville,28801.0,House,Entire home/apt,4,2,1.0,155.0,2017-12-24,t,1,1,237,95.0,f,strict_14_with_grace_period
22435227,35.51466,-82.51042,28803,Asheville,28803.0,Guest suite,Entire home/apt,4,1,1.0,95.0,2014-09-01,t,2,3,1,100.0,f,strict_14_with_grace_period
22437203,35.56093,-82.50681999999999,28803,Asheville,28803.0,House,Private room,2,1,1.0,32.0,2012-07-23,t,1,1,276,97.0,t,strict_14_with_grace_period
22437447,35.55999,-82.50708,28803,Asheville,28803.0,House,Private room,2,1,1.0,30.0,2012-07-23,t,1,30,138,97.0,t,strict_14_with_grace_period
22452672,35.60768,-82.57297,28801,Asheville,28801.0,Guest suite,Entire home/apt,2,1,1.0,57.0,2011-09-23,t,2,1,129,97.0,t,strict_14_with_grace_period
22455175,35.61011,-82.55323,28801,Asheville,28801.0,Bungalow,Entire home/apt,5,2,2.0,90.0,2016-01-25,t,1,30,1,100.0,f,strict_14_with_grace_period
22486185,35.58801,-82.50794,28805,Asheville,28805.0,Guesthouse,Entire home/apt,2,1,1.0,90.0,2014-08-06,t,2,2,281,99.0,t,moderate
22510926,35.60001,-82.55707,28801,Asheville,28801.0,Guest suite,Private room,2,1,1.0,130.0,2018-01-01,f,1,2,12,100.0,f,strict_14_with_grace_period
22511514,35.57029,-82.63983,28806,Asheville,28806.0,House,Entire home/apt,8,3,1.0,89.0,2016-04-07,t,6,1,233,99.0,t,flexible
22517744,35.506890000000006,-82.60438,28806,Asheville,28806.0,House,Entire home/apt,4,1,1.0,65.0,2016-02-16,t,1,1,125,99.0,t,moderate
22530746,35.54891,-82.50869,28803,Asheville,28803.0,Apartment,Entire home/apt,3,2,1.0,75.0,2014-05-15,t,2,1,71,99.0,t,strict_14_with_grace_period
22543222,35.47014,-82.57441,28704,Arden,28704.0,Guesthouse,Entire home/apt,2,1,1.0,120.0,2016-04-06,t,1,1,28,100.0,t,strict_14_with_grace_period
22545170,35.46972,-82.5757,28704,Arden,28704.0,Guesthouse,Entire home/apt,2,1,1.0,130.0,2016-04-06,t,1,1,18,94.0,t,strict_14_with_grace_period
22546209,35.46893,-82.57512,28704,Arden,28704.0,Guesthouse,Entire home/apt,2,1,1.0,135.0,2016-04-06,t,1,1,10,96.0,t,flexible
22546650,35.4704,-82.57539,28704,Arden,28704.0,Guesthouse,Entire home/apt,2,1,1.0,120.0,2016-04-06,t,2,1,11,91.0,t,strict_14_with_grace_period
22568931,35.57544,-82.56962,28806,Asheville,28806.0,House,Private room,2,1,1.0,95.0,2015-06-26,t,2,2,74,99.0,t,flexible
22584773,35.50835,-82.60892,28806,Asheville,28806.0,Apartment,Entire home/apt,2,1,1.0,89.0,2017-05-01,t,2,3,96,100.0,t,flexible
22589049,35.5989,-82.55958000000001,28801,Asheville,28801.0,House,Entire home/apt,4,2,2.0,93.0,2013-12-15,f,1,28,3,93.0,t,strict_14_with_grace_period
22594761,35.566520000000004,-82.52764,28803,Asheville,28803.0,Guest suite,Entire home/apt,4,1,1.0,85.0,2015-07-02,t,2,1,71,99.0,t,strict_14_with_grace_period
22684105,35.60432,-82.56706,28801,Asheville,28801.0,Bed and breakfast,Private room,2,1,0.0,185.0,2017-12-06,f,2,1,1,100.0,t,strict_14_with_grace_period
22701770,35.43625,-82.52271,28732,Fletcher,28732.0,House,Private room,2,1,1.5,35.0,2017-11-11,t,1,1,101,98.0,t,flexible
22702396,35.43625,-82.52271,28732,Fletcher,28732.0,House,Private room,2,1,1.0,35.0,2017-11-11,t,1,1,127,99.0,t,flexible
22726943,35.620979999999996,-82.46874,28805,Asheville,28805.0,Farm stay,Entire home/apt,8,3,3.0,295.0,2016-01-09,t,6,2,86,100.0,t,moderate
22740737,35.57432,-82.60118,28806,Asheville,28806.0,Guest suite,Entire home/apt,4,1,1.0,77.0,2015-10-30,t,2,1,74,97.0,f,moderate
22753749,35.616859999999996,-82.5501,28804,Asheville,28804.0,House,Private room,2,0,1.0,100.0,2018-01-11,t,1,2,67,97.0,f,strict_14_with_grace_period
22773505,35.58121,-82.59076999999999,28806,Asheville,28806.0,Guest suite,Entire home/apt,3,1,1.0,95.0,2015-03-09,t,2,2,185,100.0,f,flexible
22792399,35.58976,-82.56582,28801,Asheville,28801.0,Guest suite,Entire home/apt,4,1,1.0,119.0,2016-03-07,t,2,2,102,97.0,f,strict_14_with_grace_period
22813165,35.55806,-82.53331999999999,28803,Asheville,28803.0,House,Private room,2,1,1.0,60.0,2018-01-18,t,2,2,121,96.0,t,moderate
22848580,35.59105,-82.54768,28801,Asheville,28801.0,House,Entire home/apt,4,2,2.0,98.0,2016-05-08,t,4,2,133,95.0,t,moderate
22848654,35.57881,-82.55526,28801,Asheville,28801.0,House,Entire home/apt,6,3,2.0,109.0,2016-05-08,t,4,2,42,96.0,t,moderate
22848760,35.59247,-82.54615,28801,Asheville,28801.0,Bungalow,Entire home/apt,2,1,1.0,85.0,2018-01-12,t,2,2,124,98.0,t,moderate
22883329,35.57485,-82.58774,28806,Asheville,28806.0,House,Entire home/apt,6,2,1.0,180.0,2014-01-12,t,4,1,93,98.0,f,moderate
22921667,35.59414,-82.58985,28806,Asheville,28806.0,Guesthouse,Entire home/apt,2,0,1.0,84.0,2017-12-27,t,1,2,209,96.0,f,strict_14_with_grace_period
22924150,35.59841,-82.56367,28801,Asheville,28801.0,Apartment,Entire home/apt,3,1,1.0,91.0,2014-11-09,t,3,2,107,98.0,t,strict_14_with_grace_period
22944749,35.61383,-82.59696,28806,Asheville,28806.0,House,Entire home/apt,6,3,2.0,134.0,2015-09-09,t,6,2,81,100.0,t,flexible
22950161,35.42791,-82.46274,28732,Fletcher,28732.0,Cabin,Entire home/apt,4,2,1.0,68.0,2015-11-30,t,5,2,93,100.0,f,moderate
22968354,35.61911,-82.57993,28806,Asheville,28806.0,Guest suite,Entire home/apt,2,1,1.0,72.0,2014-06-01,t,1,1,228,98.0,t,moderate
22984192,35.58139,-82.56257,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,125.0,2018-01-28,t,2,3,99,99.0,t,moderate
22999982,35.60354,-82.56432,28801,Asheville,28801.0,Loft,Entire home/apt,3,1,1.0,125.0,2017-09-17,t,4,2,74,99.0,t,moderate
23017092,35.45628,-82.53834,28704,Arden,28704.0,Townhouse,Entire home/apt,16,6,4.0,549.0,2017-11-14,t,1,2,55,100.0,t,strict_14_with_grace_period
23025024,35.60705,-82.55656,28801,Asheville,28801.0,Guesthouse,Entire home/apt,2,1,1.0,150.0,2014-09-14,t,1,30,16,99.0,t,strict_14_with_grace_period
23034313,35.63888,-82.59419,28804,Woodfin,28804.0,House,Entire home/apt,4,1,1.0,60.0,2010-03-19,f,1,2,85,99.0,t,flexible
23075703,35.58912,-82.5645,28801,Asheville,28801.0,Bungalow,Entire home/apt,4,2,1.0,88.0,2018-01-10,t,1,2,144,98.0,t,moderate
23076921,35.613009999999996,-82.55655,28801,Asheville,28801.0,House,Private room,2,1,1.0,75.0,2016-08-13,t,1,1,109,99.0,f,flexible
23084647,35.60228,-82.51006,28805,Asheville,28805.0,Farm stay,Private room,2,1,1.5,85.0,2013-06-13,t,1,2,12,100.0,f,flexible
23109910,35.55657,-82.50308000000001,28803,Asheville,28803.0,Tiny house,Entire home/apt,3,0,1.0,63.0,2016-01-30,f,1,2,58,100.0,t,moderate
23150406,35.60119,-82.56024000000001,28801,Asheville,28801.0,Guest suite,Entire home/apt,6,2,1.0,92.0,2015-06-30,t,2,1,305,97.0,t,moderate
23234938,35.633309999999994,-82.65041,28806,Asheville,28806.0,House,Entire home/apt,12,4,2.5,189.0,2016-01-28,t,2,1,182,97.0,f,strict_14_with_grace_period
23254729,35.60304,-82.56515,28801,Asheville,28801.0,House,Private room,2,1,1.0,65.0,2014-04-08,t,1,2,91,99.0,t,moderate
23259684,35.55445,-82.52723,28803,Asheville,28803.0,House,Private room,5,3,1.5,100.0,2017-07-29,f,2,2,8,89.0,t,flexible
23275671,35.474340000000005,-82.50601999999999,28704,"Arden, Ashville",28704.0,House,Entire home/apt,6,3,2.0,195.0,2014-05-31,t,6,3,36,99.0,f,flexible
23285263,35.590709999999994,-82.53318,28805,Asheville,28805.0,House,Private room,6,2,1.0,89.0,2014-06-03,t,2,1,81,99.0,t,moderate
23304811,35.58508,-82.58211999999999,28806,Asheville,28806.0,House,Entire home/apt,6,2,2.0,127.0,2015-05-13,f,1,2,4,100.0,t,flexible
23315166,35.55549,-82.66422,28715,Asheville,28715.0,Apartment,Entire home/apt,4,1,1.0,55.0,2015-08-13,t,2,2,169,99.0,t,moderate
23335956,35.61224,-82.63988,28806,Asheville,28806.0,Cabin,Entire home/apt,4,2,1.0,150.0,2017-09-25,t,1,2,108,99.0,f,strict_14_with_grace_period
23342955,35.59853,-82.48109000000001,28805,Asheville,28805.0,Cabin,Entire home/apt,4,2,1.0,90.0,2018-02-17,t,1,2,94,100.0,f,moderate
23343151,35.5982,-82.55433000000001,28801,Asheville,28801.0,Condominium,Entire home/apt,2,1,1.0,200.0,2012-12-27,t,1,2,59,100.0,t,strict_14_with_grace_period
23370743,35.48126,-82.51991,28704,Arden,28704.0,Guesthouse,Entire home/apt,4,1,1.0,90.0,2014-04-23,t,2,4,72,99.0,f,moderate
23393644,35.603359999999995,-82.55535,28801,Asheville,28801.0,House,Private room,2,1,1.0,80.0,2016-01-12,t,1,1,186,96.0,t,flexible
23412631,35.60852,-82.55077,28801,Asheville,28801.0,Guest suite,Entire home/apt,2,1,1.0,120.0,2018-02-21,t,1,2,72,100.0,f,strict_14_with_grace_period
23419322,35.45443,-82.53549,28704,Arden,28704.0,Townhouse,Entire home/apt,8,3,2.5,500.0,2018-02-21,t,9,4,9,91.0,f,moderate
23430202,35.455040000000004,-82.53366,28704,Arden,28704.0,Townhouse,Private room,3,1,1.0,43.0,2018-02-21,t,2,1,115,99.0,t,moderate
23435525,35.57655,-82.59456,28806,Asheville,28806.0,House,Private room,2,1,1.5,65.0,2018-02-22,f,1,2,51,98.0,t,flexible
23437903,35.59035,-82.52441999999999,28805,Asheville,28805.0,Condominium,Private room,2,1,1.0,85.0,2016-09-13,f,1,1,8,98.0,f,flexible
23441905,35.59953,-82.55403000000001,28801,Asheville,28801.0,Condominium,Entire home/apt,2,1,1.0,63.0,2017-09-07,f,2,2,11,87.0,t,super_strict_30
23451262,35.55514,-82.50766999999999,28803,Asheville,28803.0,Guesthouse,Entire home/apt,3,1,1.0,85.0,2013-06-23,t,1,5,133,99.0,f,moderate
23453962,35.60555,-82.57298,28801,Asheville,28801.0,House,Private room,2,1,1.0,65.0,2014-01-23,f,2,1,57,98.0,f,moderate
23459329,35.51895,-82.61528,28806,Asheville,28806.0,Cottage,Entire home/apt,6,2,2.0,299.0,2016-01-03,t,4,2,18,100.0,t,flexible
23478630,35.57067,-82.61353000000001,28806,Asheville,28806.0,Apartment,Entire home/apt,6,2,1.0,120.0,2013-12-11,f,1,2,74,98.0,t,flexible
23480306,35.617290000000004,-82.4744,28805,Asheville,28805.0,Guest suite,Entire home/apt,4,1,1.0,37.0,2015-07-31,t,4,1,224,100.0,t,flexible
23481039,35.5986,-82.55467,28801,Asheville,28801.0,Condominium,Entire home/apt,2,0,1.0,115.0,2017-10-03,t,1,1,72,99.0,f,strict_14_with_grace_period
23496915,35.61073,-82.63459,28806,Asheville,28806.0,House,Entire home/apt,8,4,2.5,299.0,2016-06-29,t,6,2,145,97.0,t,moderate
23498234,35.44491,-82.55249,28704,Arden,28704.0,House,Private room,2,1,1.0,84.0,2018-01-22,t,2,1,232,99.0,t,strict_14_with_grace_period
23500108,35.51171,-82.61203,28806,Asheville,28806.0,House,Entire home/apt,6,3,2.0,157.0,2018-02-26,f,4,4,13,98.0,t,moderate
23501965,35.50991,-82.61077,28806,Asheville,28806.0,Guest suite,Entire home/apt,2,1,1.0,70.0,2018-02-26,t,1,1,38,96.0,t,moderate
23516374,35.59502,-82.5454,28801,Asheville,28801.0,House,Entire home/apt,4,1,1.0,89.0,2013-12-05,t,2,1,270,98.0,t,moderate
23518897,35.598440000000004,-82.46521,28805,Asheville,28805.0,Cottage,Entire home/apt,5,2,2.0,225.0,2018-02-27,f,1,25,4,100.0,f,moderate
23523473,35.63321,-82.58723,28804,Woodfin,28804.0,House,Entire home/apt,2,0,1.0,73.0,2017-02-24,t,1,1,191,99.0,t,flexible
23525377,35.45344,-82.5202,28704,Arden,28704.0,House,Entire home/apt,4,2,1.0,99.0,2018-01-01,t,1,2,46,100.0,t,moderate
23541284,35.60658,-82.56345,28801,Asheville,28801.0,Bed and breakfast,Hotel room,2,1,1.0,266.0,2018-02-28,t,2,1,14,98.0,t,moderate
23546508,35.56272,-82.53652,28803,Asheville,28803.0,Bungalow,Entire home/apt,6,3,2.0,90.0,2018-02-28,t,1,30,6,100.0,f,strict_14_with_grace_period
23558686,35.568709999999996,-82.59026999999999,28806,Asheville,28806.0,Guest suite,Entire home/apt,4,1,1.0,99.0,2017-12-31,t,2,2,203,100.0,t,moderate
23562622,35.56116,-82.51683,28803,Asheville,28803.0,House,Entire home/apt,4,2,2.0,75.0,2018-03-01,f,1,30,4,100.0,t,moderate
23563574,35.59148,-82.5505,28801,Asheville,28801.0,Apartment,Private room,1,1,2.0,59.0,2013-07-21,t,1,2,42,99.0,t,flexible
23564110,35.597879999999996,-82.6222,28806,Asheville,28806.0,Apartment,Entire home/apt,2,1,1.0,65.0,2018-03-01,t,1,1,132,97.0,t,strict_14_with_grace_period
23576862,35.45339,-82.54,28704,Arden,28704.0,Apartment,Entire home/apt,6,2,2.0,80.0,2017-08-20,f,4,2,3,100.0,t,flexible
23578212,35.59731,-82.55268000000001,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,265.0,2013-01-15,t,1,2,10,100.0,f,strict_14_with_grace_period
23578731,35.561370000000004,-82.53724,28803,Asheville,28803.0,House,Private room,5,2,1.0,60.0,2015-12-14,t,2,1,106,97.0,f,moderate
23579032,35.59731,-82.55268000000001,28801,Asheville,28801.0,Apartment,Entire home/apt,4,1,1.5,280.0,2013-01-15,t,1,2,3,100.0,t,strict_14_with_grace_period
23579231,35.59731,-82.55268000000001,28801,Asheville,28801.0,Apartment,Entire home/apt,4,2,2.5,430.0,2013-01-15,t,1,2,1,100.0,t,strict_14_with_grace_period
23596337,35.62093,-82.47712,28805,Asheville,28805.0,Apartment,Entire home/apt,3,3,2.5,149.0,2015-05-05,t,2,3,3,100.0,f,moderate
23596421,35.59983,-82.46421,28805,Asheville,28805.0,House,Entire home/apt,4,2,1.0,195.0,2018-02-27,f,2,25,26,98.0,f,moderate
23619378,35.61965,-82.47455,28805,Asheville,28805.0,House,Entire home/apt,6,3,2.0,199.0,2015-12-29,f,4,2,4,93.0,t,moderate
23623536,35.59665,-82.56181,28801,Asheville,28801.0,Guest suite,Entire home/apt,4,2,1.0,115.0,2015-08-23,t,4,2,95,97.0,t,moderate
23628366,35.58958,-82.47131,28805,Asheville,28805.0,House,Private room,2,1,1.0,55.0,2016-05-18,t,2,1,83,98.0,f,moderate
23631557,35.552240000000005,-82.51129,28803,Asheville,28803.0,Apartment,Entire home/apt,4,1,1.0,80.0,2018-03-05,t,4,1,41,100.0,t,moderate
23642577,35.59811,-82.55611999999999,28801,Asheville,28801.0,Condominium,Entire home/apt,2,1,2.0,145.0,2018-03-06,t,1,3,89,99.0,f,flexible
23644478,35.59848,-82.55506,28801,Asheville,28801.0,Condominium,Entire home/apt,2,1,1.5,200.0,2018-03-06,t,1,3,58,98.0,t,strict_14_with_grace_period
23646431,35.577709999999996,-82.54724,28801,Asheville,28803.0,Bungalow,Private room,2,1,1.0,85.0,2015-12-20,t,1,2,42,99.0,t,flexible
23650921,35.63284,-82.56135,28804,Asheville,28804.0,House,Entire home/apt,4,2,2.0,200.0,2017-01-03,f,1,2,16,98.0,t,flexible
23675467,35.64227,-82.66042,28806,Leicester,28748.0,Apartment,Entire home/apt,5,1,1.0,59.0,2018-03-08,t,4,2,150,100.0,t,moderate
23704230,35.54314,-82.52741,28803,Asheville,28803.0,Townhouse,Private room,2,1,1.5,50.0,2013-11-21,f,1,2,7,100.0,f,flexible
23709305,35.64244,-82.6607,28806,Asheville,28806.0,Guesthouse,Entire home/apt,2,1,1.0,56.0,2017-03-07,f,2,30,94,96.0,t,moderate
23715234,35.63411,-82.58422,28804,Asheville,28804.0,Guest suite,Entire home/apt,3,0,1.0,200.0,2013-01-08,t,2,2,60,100.0,t,moderate
23730997,35.60613,-82.56076,28801,Asheville,28801.0,House,Private room,2,1,1.0,70.0,2015-02-09,f,1,1,18,98.0,t,moderate
23739741,35.56358,-82.53834,28803,Asheville,28803.0,Apartment,Entire home/apt,4,2,1.0,179.0,2016-06-13,t,2,2,144,100.0,t,moderate
23740885,35.57396,-82.54857,28803,Asheville,28803.0,Guesthouse,Entire home/apt,2,1,1.0,33.0,2016-02-25,t,1,25,4,100.0,f,flexible
23745497,35.57622,-82.6456,28806,Asheville,28806.0,Guesthouse,Entire home/apt,2,1,1.0,95.0,2015-07-19,t,2,2,98,99.0,f,moderate
23748278,35.607459999999996,-82.56349,28801,Asheville,28801.0,Bed and breakfast,Hotel room,4,1,1.0,238.0,2018-02-28,t,1,1,10,100.0,t,moderate
23748554,35.575390000000006,-82.5825,28806,Asheville,28806.0,Bungalow,Entire home/apt,4,2,1.0,130.0,2018-03-12,t,1,2,103,97.0,t,flexible
23748724,35.607040000000005,-82.56453,28801,Asheville,28801.0,Bed and breakfast,Private room,2,1,1.0,238.0,2018-02-28,t,1,1,31,100.0,t,moderate
23748903,35.607859999999995,-82.5638,28801,Asheville,28801.0,Bed and breakfast,Hotel room,2,1,1.0,238.0,2018-02-28,t,1,1,5,100.0,t,moderate
23748992,35.60772,-82.56429,28801,Asheville,28801.0,Bed and breakfast,Hotel room,2,1,1.0,266.0,2018-02-28,t,1,1,7,100.0,t,moderate
23749047,35.607279999999996,-82.56535,28801,Asheville,28801.0,Bed and breakfast,Hotel room,2,1,1.0,268.0,2018-02-28,t,1,1,14,98.0,t,moderate
23768813,35.605990000000006,-82.56358,28801,Asheville,28801.0,Bed and breakfast,Private room,16,5,7.5,975.0,2018-02-28,t,1,1,7,100.0,f,moderate
23771028,35.62539,-82.52192,28804,Asheville,28804.0,House,Entire home/apt,14,5,4.0,848.0,2015-04-26,t,14,2,18,100.0,t,strict_14_with_grace_period
23788596,35.60778,-82.56383000000001,28801,Asheville,28801.0,Bed and breakfast,Hotel room,15,6,6.5,1250.0,2018-02-28,t,12,1,4,95.0,t,strict_14_with_grace_period
23799929,35.603770000000004,-82.54824,28801,Asheville,28801.0,Guesthouse,Entire home/apt,2,0,1.0,40.0,2016-07-04,f,1,30,3,100.0,t,strict_14_with_grace_period
23824223,35.59382,-82.53827,28801,Asheville,28805.0,Apartment,Entire home/apt,2,1,1.0,165.0,2013-08-19,t,2,2,25,97.0,t,moderate
23859316,35.63136,-82.55866999999999,28804,Asheville,28804.0,Apartment,Entire home/apt,6,2,1.0,223.0,2015-05-26,t,4,1,294,99.0,t,moderate
23859984,35.585,-82.57275,28806,Asheville,28806.0,Guest suite,Entire home/apt,4,1,1.0,101.0,2015-02-24,t,2,2,62,97.0,t,flexible
23874576,35.57555,-82.57851,28806,Asheville,28806.0,Loft,Entire home/apt,2,1,1.0,78.0,2017-12-07,t,2,3,135,99.0,f,flexible
23877206,35.637809999999995,-82.57578000000001,28804,Woodfin,28804.0,Apartment,Entire home/apt,2,1,1.0,71.0,2018-03-19,f,1,2,27,97.0,t,strict_14_with_grace_period
23881173,35.464620000000004,-82.47246,28732,Fletcher,28732.0,Guesthouse,Entire home/apt,4,1,1.0,66.0,2018-03-19,t,4,2,40,97.0,t,moderate
23910106,35.59959,-82.55388,28801,Asheville,28801.0,Apartment,Entire home/apt,2,1,1.0,85.0,2017-09-07,f,2,2,7,77.0,t,super_strict_30
23919596,35.627140000000004,-82.59535,28804,Woodfin,28804.0,Apartment,Entire home/apt,4,1,1.0,115.0,2018-03-21,f,2,3,85,94.0,t,moderate
23921294,35.57694,-82.5816,28806,Asheville,28806.0,House,Entire home/apt,8,3,2.5,255.0,2017-12-10,t,1,30,12,100.0,t,flexible
23935850,35.58976,-82.54616,28801,Asheville,28801.0,House,Entire home/apt,4,2,1.0,99.0,2018-03-22,t,3,28,80,96.0,f,moderate
23978319,35.611709999999995,-82.55046999999999,28801,Asheville,28804.0,Apartment,Entire home/apt,2,1,1.0,95.0,2013-05-06,t,2,2,92,100.0,t,moderate
23998930,35.57989,-82.59402,28806,Asheville,28806.0,Condominium,Entire home/apt,2,1,1.0,92.0,2017-10-17,f,1,2,7,100.0,f,moderate
24056179,35.62492,-82.58014,28804,Asheville,28804.0,House,Entire home/apt,5,2,1.0,175.0,2018-03-28,t,1,3,68,99.0,t,moderate
24080389,35.58762,-82.57214,28806,Asheville,28806.0,Guest suite,Entire home/apt,4,1,1.0,75.0,2013-04-17,t,2,1,140,98.0,f,flexible
24098735,35.59751,-82.55339000000001,28801,Asheville,28801.0,Apartment,Entire home/apt,3,1,1.0,220.0,2018-03-30,t,1,3,51,100.0,f,strict_14_with_grace_period
24117606,35.53264,-82.51794,28803,Asheville,28803.0,House,Private room,2,1,1.0,67.0,2018-03-31,t,1,2,4,100.0,f,strict_14_with_grace_period
24120346,35.6333,-82.56896,28804,Asheville,28804.0,Guest suite,Entire home/apt,4,1,1.0,99.0,2018-03-25,t,2,1,182,96.0,t,moderate
24172247,35.61007,-82.63626,28806,Asheville,28806.0,Guest suite,Entire home/apt,2,1,1.0,65.0,2015-10-20,t,1,1,108,98.0,f,moderate
24177903,35.584179999999996,-82.57689,28806,Asheville,28806.0,Guest suite,Entire home/apt,2,1,1.0,100.0,2013-11-04,t,1,2,93,100.0,f,moderate
24196245,35.60232,-82.5322,28805,Asheville,28805.0,Guest suite,Entire home/apt,4,1,1.0,94.0,2016-01-09,f,1,3,34,95.0,f,flexible
24202030,35.63227,-82.60571,28804,Asheville,28804.0,Guesthouse,Private room,2,1,1.0,90.0,2014-06-11,t,2,2,64,100.0,f,moderate
24202205,35.58282,-82.62686,28806,Asheville,28806.0,Bungalow,Entire home/apt,4,2,2.0,82.0,2016-05-09,t,2,2,60,97.0,t,flexible
24208478,35.57974,-82.57025,28806,Asheville,28806.0,Condominium,Private room,2,1,1.0,56.0,2014-04-28,t,1,1,56,98.0,t,flexible
24222452,35.61101,-82.5615,28804,Woodfin,28804.0,Bungalow,Entire home/apt,4,2,1.0,110.0,2015-06-04,t,4,20,13,98.0,t,moderate
24278792,35.628890000000006,-82.57566,28804,Woodfin,28804.0,Apartment,Entire home/apt,8,4,2.0,270.0,2017-11-04,t,8,2,44,100.0,t,strict_14_with_grace_period
24280176,35.48438,-82.47498,28732,Fletcher,28732.0,Guest suite,Entire home/apt,4,2,1.0,109.0,2016-01-05,t,2,1,95,99.0,t,flexible
24287936,35.463570000000004,-82.50922,28704,Arden,28704.0,Guest suite,Private room,2,1,1.0,75.0,2015-02-13,t,1,2,18,100.0,t,moderate
24306486,35.55113,-82.50723,28803,Asheville,28803.0,House,Entire home/apt,6,3,1.0,200.0,2018-01-12,t,6,2,161,100.0,t,flexible
24312963,35.637809999999995,-82.57578000000001,28804,Woodfin,28804.0,Apartment,Entire home/apt,2,1,1.0,69.0,2018-03-19,f,1,2,31,92.0,t,strict_14_with_grace_period
24327916,35.57828,-82.6055,28806,Asheville,28806.0,House,Private room,2,1,1.0,80.0,2016-02-17,t,1,2,36,95.0,f,strict_14_with_grace_period
24329922,35.58818,-82.57576,28806,Asheville,28806.0,Apartment,Entire home/apt,4,1,1.0,119.0,2017-04-08,t,1,2,107,99.0,t,moderate
24347730,35.59848,-82.55506,28801,Asheville,28801.0,Condominium,Entire home/apt,4,2,2.0,250.0,2018-04-11,t,1,2,76,100.0,f,moderate
24373135,35.51359,-82.59674,28806,Asheville,28806.0,House,Entire home/apt,8,3,2.0,250.0,2016-06-01,t,6,2,19,100.0,t,flexible
24375145,35.514759999999995,-82.61112,28806,Asheville,28806.0,Guest suite,Entire home/apt,5,1,1.0,100.0,2018-04-12,t,4,2,56,98.0,f,flexible
24387676,35.554320000000004,-82.51977,28803,Asheville,28803.0,Boutique hotel,Hotel room,4,1,1.0,99.0,2018-04-13,f,1,1,31,92.0,t,flexible
24396068,35.60111,-82.48158000000001,28805,Asheville,28805.0,Cottage,Entire home/apt,6,2,1.0,85.0,2014-10-27,t,4,3,145,99.0,t,moderate
24413175,35.58253,-82.57333,28806,Asheville,28806.0,House,Private room,2,1,1.0,46.0,2015-02-23,t,1,1,102,98.0,t,flexible
