id,name,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,review_scores_rating,cancellation_policy
3244166,"Princess Anne, Free Breakfast & Happy Hour",16412724,Anne,6/5/2014,a few days or more,0%,77%,f,Asheville,28801,35.6018,-82.54328,Boutique hotel,Hotel room,2,1,1,$199.00 ,$0.00 ,$0.00 ,98,moderate
3268055,Cedar Springs Farm- Apartment,167473,Kelly,7/15/2010,within a day,100%,89%,t,Asheville,28806,35.58751,-82.63689,Guest suite,Entire home/apt,2,1,1,$68.00 ,$100.00 ,$35.00 ,96,strict_14_with_grace_period
3300523,1 Bedroom close to downtown,16669723,Ari,6/11/2014,within a day,50%,N/A,f,Asheville,28801,35.60122,-82.5396,Apartment,Entire home/apt,4,1,1,$100.00 ,$0.00 ,$50.00 ,99,strict_14_with_grace_period
3314819,Basement: Mountainside Private Room & Private Bath,16296123,Allison & Peter,6/2/2014,within an hour,100%,91%,f,Asheville,28803,35.49099,-82.51287,House,Private room,4,1,1,$39.00 ,$0.00 ,$6.00 ,94,strict_14_with_grace_period
3369973,Nana's Place is minutes from everything!,12087030,Marie,2/9/2014,within an hour,100%,100%,t,Asheville,28803,35.58215,-82.5475,House,Entire home/apt,4,2,2,$145.00 ,$500.00 ,$100.00 ,99,flexible
3390324,1 br Cottage close to downtown,16655504,John & Carla,6/11/2014,within an hour,100%,N/A,f,Asheville,28801,35.60188,-82.5502,House,Entire home/apt,2,1,1,$75.00 ,,$50.00 ,99,moderate
3405282,The Cabin In Grove Park,17173574,Scott & Catherine,6/23/2014,within a day,80%,83%,f,Asheville,28801,35.61206,-82.5441,Cabin,Entire home/apt,3,1,1,$75.00 ,$100.00 ,,100,moderate
3454237,Asheville Mtn. Retreat,6619953,Becky,5/28/2013,N/A,N/A,0%,f,Asheville,28805,35.59006,-82.50414,House,Entire home/apt,4,1,2,$100.00 ,$0.00 ,$60.00 ,93,moderate
3522134,West Asheville 3 BR/2BA with great outdoor space,17736312,Melissa & Ron,7/6/2014,N/A,N/A,100%,f,Asheville,28806,35.58501,-82.60828,House,Entire home/apt,6,2,3,$65.00 ,$250.00 ,$150.00 ,95,moderate
3529241,"Walk to Downtown, Mid-Century Modern",17767321,Jc,7/7/2014,N/A,N/A,100%,t,Asheville,28801,35.60233,-82.56226,Guesthouse,Entire home/apt,2,1,0,$87.00 ,$100.00 ,$35.00 ,100,moderate
3563156,"Sweet Room and Porch ,Own Entrance And Bath",653292,Joann,6/1/2011,within an hour,100%,100%,t,Asheville,28806,35.57729,-82.60579,Cottage,Private room,2,1,1,$47.00 ,$100.00 ,$40.00 ,98,moderate
3569949,"Dog Friendly, 5 Minutes to Downtown, Walk to Yoga",17974144,Peggy,7/11/2014,within an hour,100%,99%,t,Woodfin,28804,35.63273,-82.5769,Bungalow,Entire home/apt,4,1,2,$119.00 ,$100.00 ,$50.00 ,96,moderate
3590634,Cozy Cabin by Mountain Stream,18089084,Patricia,7/14/2014,within an hour,100%,100%,t,Asheville,28803,35.54661,-82.4924,Cabin,Entire home/apt,2,1,1,$98.00 ,,$50.00 ,99,moderate
3649639,Cheerful Home In Historic Downtown Asheville,18450336,Michele,7/20/2014,within an hour,100%,98%,t,Asheville,28801,35.60815,-82.56361,Apartment,Entire home/apt,6,1,1,$70.00 ,$200.00 ,$60.00 ,98,moderate
3654375,Sassy Purple Cottage!,11336944,Sharon,1/15/2014,within an hour,100%,100%,t,Asheville,28801,35.60961,-82.56742,House,Entire home/apt,4,1,1,$125.00 ,$250.00 ,$50.00 ,94,strict_14_with_grace_period
3741771,Urban Oasis- walk to Haywood road,2392127,David And Melissa,5/16/2012,within an hour,100%,87%,f,Asheville,28806,35.57965,-82.58172,House,Entire home/apt,4,1,1,$135.00 ,$300.00 ,$100.00 ,93,strict_14_with_grace_period
3741932,VACATION LIKE A LOCAL.... Ideal spot!!,19133972,Andrea,7/29/2014,N/A,N/A,0%,f,Asheville,28806,35.58627,-82.57852,Bungalow,Entire home/apt,1,1.5,1,$275.00 ,$200.00 ,$50.00 ,99,moderate
3812545,"Peaceful, Spacious Mountain Retreat",19600149,Jenna And Chris,8/6/2014,within an hour,100%,99%,t,Asheville,28805,35.61254,-82.47409,House,Entire home/apt,6,2,3,$125.00 ,$200.00 ,$45.00 ,100,strict_14_with_grace_period
3868452,Peaceful Log Home Minutes to Downtown Asheville,19697970,Daniel,8/8/2014,within an hour,100%,100%,t,Asheville,28806,35.61309,-82.59688,Cabin,Entire home/apt,6,2,3,$245.00 ,$250.00 ,$135.00 ,98,strict_14_with_grace_period
3868910,The Henhouse,19977236,Louisa,8/13/2014,within an hour,100%,100%,t,Asheville,28801,35.59157,-82.56673,Guest suite,Entire home/apt,3,1,1,$120.00 ,,$30.00 ,95,strict_14_with_grace_period
3888845,THE MASTER ~ 50 SHADES OF 5* ~ POOL ~ HOT-TUB,1994122,Marc & Fay,3/23/2012,within an hour,100%,100%,t,Asheville,28805,35.61288,-82.52512,House,Private room,2,1.5,1,$59.00 ,$100.00 ,$75.00 ,99,strict_14_with_grace_period
3889212,Garage apartment close to downtown,1482216,Marilyn,12/7/2011,within an hour,100%,99%,t,Asheville,28806,35.5989,-82.59319,Guesthouse,Entire home/apt,2,1,1,$90.00 ,$200.00 ,$40.00 ,92,strict_14_with_grace_period
3893957,BEAUTIFUL RANCH HOME WALKING DISTANCE TO LAKE,20153731,Mary,8/17/2014,within a day,75%,64%,f,Asheville,28804,35.63144,-82.57171,House,Entire home/apt,5,2,3,$195.00 ,$300.00 ,$85.00 ,92,strict_14_with_grace_period
3968877,Fabulous Studio 7 min to downtown!,11584674,Callie,1/23/2014,within an hour,100%,100%,t,Asheville,28804,35.62881,-82.57323,Apartment,Entire home/apt,3,1,1,$105.00 ,$100.00 ,$55.00 ,98,moderate
3986614,Quiet Private Cottage in N. Asheville...,5656896,Michael,3/27/2013,within an hour,100%,100%,t,Asheville,28804,35.62286,-82.56212,Guest suite,Entire home/apt,4,1,1,$75.00 ,$100.00 ,$45.00 ,96,flexible
3990524,Sweet private suite in W. Asheville bungalow,1676385,Pamella,1/30/2012,within a few hours,100%,63%,t,Asheville,28806,35.58006,-82.58663,House,Private room,2,2,2,$45.00 ,$0.00 ,$10.00 ,98,flexible
4021238,Delightful Bungalow By Downtown,2363548,Ami & Jason,5/13/2012,N/A,N/A,N/A,f,Asheville,28801,35.60314,-82.55837,House,Entire home/apt,2,1,1,$145.00 ,$200.00 ,$75.00 ,97,strict_14_with_grace_period
4045013,Bittersweet Cottage - It's All About The View!,20973612,Matthew,9/5/2014,within an hour,100%,100%,t,Asheville,28804,35.65451,-82.54203,Cottage,Entire home/apt,2,1,1,$280.00 ,$0.00 ,$55.00 ,100,strict_14_with_grace_period
4054144,Montford Home with Hot Tub - Walk to Downtown,1304949,Michael,10/18/2011,N/A,N/A,N/A,f,Asheville,28801,35.60328,-82.55942,House,Entire home/apt,7,2.5,3,$197.00 ,$150.00 ,$95.00 ,98,moderate
4108784,Everything Zen Asheville,3221035,Mark,8/10/2012,within an hour,100%,100%,t,Asheville,28804,35.62284,-82.60681,Cabin,Entire home/apt,5,1,2,$99.00 ,$150.00 ,$45.00 ,94,moderate
4124504,Forest Hill Bungalow,11006041,Shari,1/4/2014,within an hour,100%,100%,t,Asheville,28803,35.57347,-82.53753,Guest suite,Entire home/apt,4,1,2,$99.00 ,$0.00 ,$49.00 ,98,moderate
4129119,Bungalow and BBQ,21420468,Christine,9/16/2014,within a few hours,100%,98%,t,Asheville,28804,35.6154,-82.5552,House,Private room,2,1,1,$68.00 ,,,99,flexible
4173713,The Suite at Bittersweet,20973612,Matthew,9/5/2014,within an hour,100%,100%,t,Asheville,28804,35.65384,-82.54235,Cottage,Entire home/apt,2,1,1,$240.00 ,$0.00 ,$55.00 ,100,strict_14_with_grace_period
4182500,Convenient Bed & Bath near Downtown,21698105,Svitlana,9/23/2014,within an hour,100%,100%,t,Asheville,28803,35.56019,-82.50709,House,Private room,2,1,1,$75.00 ,$0.00 ,$10.00 ,97,flexible
4183263,Stardust Sprinkles in the Hoon's Moon Room,21702976,"Amy, Rain & Melissa",9/23/2014,within an hour,100%,99%,t,Asheville,28801,35.60363,-82.55172,House,Private room,2,1,1,$65.00 ,$150.00 ,$0.00 ,98,moderate
4241484,Charming Cozy Home near Biltmore & Parkway,352405,Molly Rose,1/18/2011,within a few hours,100%,98%,t,Asheville,28803,35.54616,-82.51704,House,Entire home/apt,6,1,3,$125.00 ,$0.00 ,$75.00 ,97,strict_14_with_grace_period
4285157,Nana's Nest,637074,Johanna,5/28/2011,within a few hours,100%,96%,t,Asheville,28805,35.58668,-82.50199,House,Private room,2,1,0,$50.00 ,$0.00 ,$30.00 ,97,strict_14_with_grace_period
4304358,Nana's nest 3,637074,Johanna,5/28/2011,within a few hours,100%,96%,t,Asheville,28805,35.58668,-82.50199,House,Private room,2,1,1,$55.00 ,$100.00 ,$25.00 ,95,strict_14_with_grace_period
4311472,Serene stay-4miles away: dwntwn/play,22380549,Anita,10/10/2014,N/A,N/A,100%,t,Asheville,28805,35.58888,-82.5174,House,Private room,2,1,1,$78.00 ,$0.00 ,$25.00 ,100,flexible
4362574,"Asheville, Private Suite 750 Sq/Ft",21655755,Chris & Aubrey,9/22/2014,N/A,N/A,100%,f,Asheville,28806,35.58908,-82.62075,Guest suite,Entire home/apt,2,1,1,$169.00 ,$100.00 ,,96,moderate
4374951,Funky Log Cabin Suite,4496289,Lynda,12/26/2012,within an hour,100%,100%,t,Arden,28704,35.46541,-82.5171,Guest suite,Entire home/apt,2,1,1,$54.00 ,$100.00 ,$50.00 ,100,flexible
4375081,Funky Log Cabin close in,4496289,Lynda,12/26/2012,within an hour,100%,100%,t,Arden,28704,35.4475,-82.51313,Cabin,Entire home/apt,4,2,2,$80.00 ,$100.00 ,$100.00 ,95,flexible
4394670,Sweet Suite,22813406,Beth,10/21/2014,within an hour,100%,97%,t,Asheville,28804,35.63595,-82.53366,House,Entire home/apt,4,1,1,$59.00 ,$0.00 ,$45.00 ,97,moderate
4429169,Cozy Bedroom/Bath Near Downtown!,2990442,Kendal & Parker,7/19/2012,N/A,N/A,88%,t,Asheville,28803,35.54997,-82.48095,House,Private room,2,1,1,$75.00 ,,$5.00 ,99,moderate
4448604,"LG Private Rm, Mini Kitchen and Bathroom!",5656896,Michael,3/27/2013,within an hour,100%,100%,t,Asheville,28804,35.62273,-82.56215,Guest suite,Entire home/apt,4,1,1,$49.00 ,$100.00 ,$40.00 ,95,flexible
4510499, Lovely 3 bdrm 2 bath Kenilworth,14079532,Jenny,4/9/2014,N/A,N/A,N/A,f,Asheville,28803,35.57564,-82.54149,House,Entire home/apt,4,2,3,$150.00 ,,,,flexible
4515772, Views of Downtown and Mountains,17363326,Michael,6/28/2014,N/A,N/A,100%,f,Asheville,28801,35.59191,-82.54488,House,Entire home/apt,3,1,2,$200.00 ,,,96,flexible
4547909,Your Spacious Haven in West Asheville,20072395,Mara & Ed,8/15/2014,N/A,N/A,92%,f,Asheville,,35.57477,-82.60111,Apartment,Entire home/apt,2,1,1,$100.00 ,$500.00 ,$20.00 ,93,strict_14_with_grace_period
4587394,❤️Urbane Retreat Cabin In town Asheville Monthly,16339042,Lori & Lizzie,6/3/2014,within an hour,100%,100%,t,Asheville,28805,35.58712,-82.49266,Cabin,Entire home/apt,2,1,1,$50.00 ,$500.00 ,$110.00 ,99,moderate
4764715,West Asheville Green and Clean Getaway,3441402,Susan Elizabeth,9/1/2012,within a few hours,100%,98%,t,Asheville,28806,35.57339,-82.5734,Guest suite,Entire home/apt,2,1,1,$95.00 ,$0.00 ,$50.00 ,99,strict_14_with_grace_period
4811980,Asheville Mountain Home ON RIVER! Rooms for Rent.,24783818,Andy,12/13/2014,within an hour,100%,96%,t,Asheville,28805,35.60544,-82.46988,House,Private room,4,1,2,$90.00 ,$95.00 ,,100,moderate
4846733,"Chalet at Winghaven, Sunny Log Home",24938934,Jofre & Saskia,12/17/2014,within an hour,100%,100%,t,Fletcher,28732,35.4456,-82.46756,Cabin,Entire home/apt,8,3,3,$220.00 ,$200.00 ,$160.00 ,100,strict_14_with_grace_period
4875054,River Arts Studio,14485502,Bob,4/19/2014,within an hour,100%,95%,t,Asheville,28806,35.57923,-82.57162,Loft,Entire home/apt,2,1,0,$125.00 ,,$40.00 ,98,moderate
4895765,Beautiful Kenilworth Jewel,5035186,Lynn & Jake,2/10/2013,within an hour,100%,99%,t,Asheville,28803,35.57424,-82.53288,Apartment,Entire home/apt,4,1,1,$95.00 ,,,99,flexible
4937473,Stay like a LOCAL!!  Best walkable spot in town!!,19133972,Andrea,7/29/2014,N/A,N/A,0%,f,Asheville,28806,35.58627,-82.57656,Bungalow,Private room,2,1,1,$95.00 ,$100.00 ,$25.00 ,100,moderate
4939317,Beautiful West Asheville Arts & Crafts Cottage,8111723,Kate,8/12/2013,N/A,N/A,N/A,f,Asheville,28806,35.58605,-82.57604,House,Entire home/apt,5,2,3,$84.00 ,$500.00 ,$150.00 ,100,moderate
4994407,Amazing Asheville Location VIEWS!,25749896,Sydney,1/7/2015,within a few hours,93%,76%,t,Asheville,28804,35.62464,-82.52114,Cabin,Entire home/apt,6,2,3,$150.00 ,$200.00 ,$140.00 ,96,strict_14_with_grace_period
5114762,Charming Bungalow in West Asheville,21362898,Susan,9/15/2014,within an hour,80%,89%,t,Asheville,28806,35.58072,-82.59573,Bungalow,Private room,5,1,2,$80.00 ,$100.00 ,$0.00 ,98,moderate
5144212,Heart of downtown studio apt- No Cleaning Fees,6074062,Melissa,4/24/2013,within an hour,94%,98%,t,Asheville,28801,35.59623,-82.55357,Apartment,Entire home/apt,2,1,0,$155.00 ,$400.00 ,$0.00 ,98,flexible
5151226,Convenient to Everything! Private,4117051,Louise And Steve,11/11/2012,within an hour,100%,96%,t,Asheville,28805,35.60858,-82.48867,House,Entire home/apt,10,2.5,3,$275.00 ,$250.00 ,$125.00 ,100,moderate
5170218,West Asheville Bungalow,20808940,Sommerville,9/1/2014,N/A,N/A,N/A,t,Asheville,28806,35.57758,-82.60562,Bungalow,Entire home/apt,4,1,2,$77.00 ,$500.00 ,$75.00 ,99,strict_14_with_grace_period
5213038,Strawbridge House,16596642,Barry,6/9/2014,within an hour,100%,99%,t,Asheville,28801,35.60065,-82.55765,House,Entire home/apt,4,1.5,2,$180.00 ,$100.00 ,,97,strict_14_with_grace_period
5261984,Mountain home with awesome views,27238559,Greg,2/4/2015,a few days or more,11%,0%,f,Asheville,28804,35.60278,-82.5356,House,Entire home/apt,8,2.5,3,$120.00 ,$0.00 ,$225.00 ,96,strict_14_with_grace_period
5262825,"Walkable/Nature in Gorgeous, Historic Neighborhood",27244058,Manley,2/5/2015,within an hour,100%,100%,f,Asheville,28801,35.60503,-82.54634,Apartment,Entire home/apt,6,2,2,$96.00 ,$100.00 ,$70.00 ,94,moderate
5333015,"Griffin's Lair  Biltmore Village, NC 28803",27580922,Robert,2/11/2015,within a day,67%,100%,f,Asheville,28803,35.56642,-82.54681,Guesthouse,Entire home/apt,5,1,1,$250.00 ,"$1,000.00 ",$95.00 ,99,strict_14_with_grace_period
5336187,Parklike Setting,27654072,Suzy,2/12/2015,within a few hours,100%,0%,f,Arden,28704,35.46994,-82.55996,Apartment,Entire home/apt,2,1,1,$49.00 ,$300.00 ,$25.00 ,100,strict_14_with_grace_period
5344892,Peaceful Mountainside Living,5912974,Daniel,4/13/2013,N/A,N/A,100%,t,Asheville,28805,35.62436,-82.49177,House,Private room,2,1,1,$89.00 ,$0.00 ,$35.00 ,99,moderate
5354494,Cute 2 BR-Heart of Hip W. Asheville,27754937,Lauryl,2/14/2015,within an hour,100%,99%,t,Asheville,28806,35.57472,-82.59006,Apartment,Entire home/apt,5,1,2,$59.00 ,$300.00 ,$100.00 ,94,moderate
5405078,Log Cabin Apartment Close To Asheville,28018322,Susan,2/19/2015,within an hour,100%,100%,t,Asheville,28803,35.54798,-82.49669,Guest suite,Entire home/apt,2,1,1,$98.00 ,,$30.00 ,99,moderate
5464591,Artsy/Zen Bungalow in W. Asheville!,28342264,Kristin,2/25/2015,within a few hours,100%,96%,t,Asheville,28806,35.5751,-82.59686,Bungalow,Entire home/apt,6,1,2,$180.00 ,$300.00 ,$65.00 ,97,strict_14_with_grace_period
5481195,"Asheville's Famous ""Pink House""",28424329,Tim,2/26/2015,within an hour,100%,96%,t,Asheville,28804,35.61937,-82.55071,House,Private room,7,3.5,2,$475.00 ,$150.00 ,$50.00 ,99,strict_14_with_grace_period
5506704,Large West Asheville Studio,28561358,Amber,3/1/2015,within an hour,100%,100%,t,Asheville,28806,35.56809,-82.60639,Apartment,Entire home/apt,3,1,0,$75.00 ,$0.00 ,$100.00 ,97,moderate
5507900,Heart of Downtown Asheville - 2BR/2BA Condo,28567369,Angie,3/1/2015,within an hour,100%,100%,t,Asheville,28801,35.59526,-82.55417,Apartment,Entire home/apt,5,2,2,$310.00 ,$0.00 ,$110.00 ,98,strict_14_with_grace_period
5696919,Hidden getaway close to downtown!,29536562,Jessica,3/17/2015,within a day,91%,77%,t,Asheville,28805,35.58304,-82.53813,Cottage,Entire home/apt,4,1,2,$129.00 ,,$50.00 ,98,strict_14_with_grace_period
5716399,The AshVilla- Prime West Asheville location,2392127,David And Melissa,5/16/2012,within an hour,100%,87%,f,Asheville,28806,35.58265,-82.58182,House,Entire home/apt,4,1,1,$115.00 ,$150.00 ,$75.00 ,91,strict_14_with_grace_period
5830892,Hiking & Nature Minutes to Downtown,25198720,Cooper,12/25/2014,N/A,N/A,N/A,f,Asheville,28805,35.65236,-82.4756,House,Private room,4,1,1,$74.00 ,,$15.00 ,93,moderate
5839119,Sleeps 10! - Historic Montford -  Walk to town!,30315956,Brooke,3/30/2015,within an hour,100%,100%,f,Asheville,28801,35.60193,-82.56342,House,Entire home/apt,10,3,2,$400.00 ,,$175.00 ,98,strict_14_with_grace_period
5850649,Explore the Woods from a Quiet Apartment near Sierra Nevada,30377862,Daniel,3/31/2015,within an hour,100%,99%,t,"Arden, NC 28704, USA",28704,35.44968,-82.5197,Apartment,Entire home/apt,6,1,1,$75.00 ,$100.00 ,$65.00 ,98,moderate
5851392,Charming Historic Montford Bungalow ~Walk Downtown,5664205,Ellis,3/28/2013,within an hour,100%,100%,f,Asheville,28801,35.59712,-82.57044,Guest suite,Entire home/apt,2,1,1,$83.00 ,$100.00 ,$40.00 ,92,moderate
5868695,Buried in Woods- Full of Art/ Style,21353533,Trip,9/15/2014,within an hour,100%,95%,t,Asheville,28803,35.54973,-82.48673,House,Entire home/apt,8,3,4,$199.00 ,$500.00 ,$125.00 ,98,moderate
5917298,The Tarot House,30728739,Betsy,4/6/2015,within a few hours,100%,93%,t,Asheville,28801,35.60952,-82.55374,Bungalow,Private room,5,1,2,$60.00 ,$0.00 ,$70.00 ,94,moderate
5947797,Private Entrance/10 Min to DT,30878733,Kyley,4/8/2015,within an hour,100%,100%,t,Candler,28715,35.54977,-82.63776,Guest suite,Private room,2,1,1,$65.00 ,$250.00 ,$50.00 ,99,moderate
6015623,Pinball Sanctuary West,31220775,Lea,4/14/2015,within a few hours,100%,96%,t,Asheville,28806,35.59137,-82.636,Apartment,Entire home/apt,2,1,1,$74.00 ,,,97,moderate
6054250,The Rad Pad—Quiet Modern Nest 2 Blocks off Haywood Road,1826173,Meg,2/28/2012,within a few hours,100%,99%,t,Asheville,28806,35.57517,-82.57827,Loft,Entire home/apt,2,1,1,$95.00 ,$0.00 ,$40.00 ,99,moderate
6056098,Mountain Beauty/City Convenience,31430181,Rob,4/17/2015,within an hour,100%,100%,t,Asheville,28804,35.62716,-82.50869,Guest suite,Entire home/apt,3,1,1,$150.00 ,$200.00 ,$0.00 ,99,strict_14_with_grace_period
6079982,Graceful Heart Cottage,3572350,Grace,9/15/2012,a few days or more,0%,58%,f,Fletcher,28732,35.42342,-82.47322,House,Entire home/apt,4,1,1,$89.00 ,$200.00 ,$45.00 ,96,moderate
6145162,"Downtown Asheville, Small Single - Best Value! -#7",7625694,John,7/21/2013,within an hour,100%,99%,t,Asheville,28801,35.59147,-82.55052,Apartment,Private room,1,2,1,$49.00 ,$100.00 ,$20.00 ,96,flexible
6170347,"Charm n Comfort: 1 mi to Biltmore Estate, 4 to DT!",32013434,Marilynn,4/26/2015,within a few hours,100%,100%,t,Asheville,28803,35.55061,-82.5348,Bungalow,Private room,2,1,1,$50.00 ,$0.00 ,$20.00 ,98,moderate
6180513,"Sunny, Modern Apartment in Vibrant Downtown Asheville",32054468,Jeremy,4/27/2015,within an hour,100%,100%,f,Asheville,28801,35.59437,-82.56054,Apartment,Entire home/apt,4,1,2,$132.00 ,$200.00 ,$110.00 ,94,super_strict_30
6184213,Garden Apartment 2 Miles From DT,22418650,Rebekah,10/11/2014,N/A,N/A,N/A,f,Asheville,28804,35.62651,-82.5497,House,Entire home/apt,2,1,1,$110.00 ,$100.00 ,$25.00 ,99,moderate
6197585,Sunny West Asheville Studio Apt.,32065101,Aimee,4/27/2015,within an hour,100%,100%,t,Asheville,28806,35.56829,-82.61405,Apartment,Entire home/apt,2,1,0,$41.00 ,$100.00 ,$100.00 ,98,strict_14_with_grace_period
6227094,Groove Stone Getaway,32297877,Louis,4/30/2015,N/A,N/A,N/A,f,Asheville,28805,35.57819,-82.47713,Cottage,Entire home/apt,4,1,3,$80.00 ,$150.00 ,$75.00 ,98,moderate
6234618,"West Side Loft- COZY, CLEAN, COMFORTABLE & QUIET",32351091,Monica,5/1/2015,within an hour,100%,92%,t,Asheville,28806,35.58215,-82.61086,Loft,Entire home/apt,2,1,1,$66.00 ,$150.00 ,$40.00 ,99,moderate
6290666,Mountain View Charming Space Five Mins to Downtown,21539203,Dorothy,9/19/2014,within an hour,100%,100%,t,Asheville,28805,35.59373,-82.53663,Apartment,Entire home/apt,3,1,0,$99.00 ,,$45.00 ,97,strict_14_with_grace_period
6362850,Your Chic Mountain Getaway in the Forest!,33151095,Tiff,5/11/2015,within an hour,100%,100%,t,Asheville ,28803,35.51689,-82.48087,Guest suite,Entire home/apt,4,1,1,$65.00 ,$125.00 ,$55.00 ,98,moderate
6363332,"Welcome to ""Cozy Oak Cottage""",32221473,Randy,4/29/2015,within an hour,100%,100%,t,Asheville,28803,35.56746,-82.52602,Cottage,Entire home/apt,4,1,2,$52.00 ,$300.00 ,$100.00 ,100,moderate
6399802,Downtown Asheville With a View - Great Value! -#11,7625694,John,7/21/2013,within an hour,100%,99%,t,Asheville,28801,35.59147,-82.55052,Apartment,Private room,2,2,1,$89.00 ,$220.00 ,$20.00 ,96,flexible
6415234,1920s Historic 1bd Near Downtown,19960302,Kris & Dani,8/13/2014,N/A,N/A,N/A,f,Asheville,28801,35.60197,-82.55382,Apartment,Entire home/apt,2,1,1,$125.00 ,$200.00 ,,94,moderate
6452410,Stay in historic downtown suburb,16023445,Tara,5/26/2014,within a few hours,100%,96%,t,Asheville,28801,35.6117,-82.55088,Apartment,Entire home/apt,2,1,1,$75.00 ,$200.00 ,$50.00 ,97,flexible
6464944,"Riverbend ""Treehouse"" Studio",106067,Heather,4/9/2010,N/A,N/A,100%,f,Asheville,28805,35.60531,-82.46643,Guest suite,Entire home/apt,2,1,0,$80.00 ,$275.00 ,$30.00 ,98,moderate
6503015,Unwind at the Sweet Spot Three Blocks from Town,1884805,Elizabeth,3/8/2012,within an hour,100%,100%,t,Asheville,28801,35.60002,-82.5578,House,Private room,2,1,1,$89.00 ,$0.00 ,$10.00 ,98,flexible
6544722,Sunny Spacious 2 Bedroom 1 Mi town,20446462,Cassie,8/23/2014,N/A,N/A,N/A,f,Asheville,28803,35.57742,-82.54288,Apartment,Entire home/apt,4,1,2,$110.00 ,$300.00 ,$50.00 ,,flexible
6603955,Daisy Rock Cottage: Magical Spot with Easy Access!,11903858,Spyce,2/3/2014,within an hour,100%,99%,t,Asheville,28806,35.57226,-82.62757,Cottage,Entire home/apt,6,1,2,$85.00 ,$250.00 ,$60.00 ,97,moderate
6609327,The Barn At Mountain Meadows,26946813,Anna,1/30/2015,within an hour,100%,95%,f,Asheville,28804,35.63373,-82.49752,House,Entire home/apt,2,1,1,$295.00 ,$0.00 ,$100.00 ,100,strict_14_with_grace_period
6686924,❤️Mid Century Home  2 BEDROOMS 2 FULL BATHROOMS,16339042,Lori & Lizzie,6/3/2014,within an hour,100%,100%,t,Asheville,28805,35.58018,-82.5057,House,Entire home/apt,5,2,2,$145.00 ,$500.00 ,$120.00 ,99,moderate
6698737,"Serene, spacious, cozy and clean!",29622653,Kelly,3/19/2015,within an hour,100%,98%,t,Asheville,28806,35.57591,-82.59421,Bungalow,Private room,2,1,1,$56.00 ,"$1,000.00 ",$15.00 ,99,moderate
6711659,Hip Downtown Hideaway - Close to Mission Hospital,35135871,Sabrina,6/6/2015,within an hour,100%,96%,t,Asheville,28801,35.59033,-82.54559,Apartment,Entire home/apt,4,1.5,2,$60.00 ,$500.00 ,$150.00 ,94,strict_14_with_grace_period
6713809,Cozy 1BR w/ Qu Sleeper Sofa,4868960,Anne,1/27/2013,N/A,N/A,N/A,f,Asheville,28804,35.62597,-82.55201,Apartment,Entire home/apt,4,1,1,$130.00 ,$500.00 ,$50.00 ,40,strict_14_with_grace_period
